"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_symbol"
"ENSG00000161277.11",605.142799339903,-1.01748845571515,0.0910636651894474,-11.1733747329232,5.5048835331943e-29,7.9749728818564e-27,"THAP8"
"ENSG00000143971.9",569.905847908762,1.13690865411235,0.101783509701765,11.1698708115253,5.72641059018697e-29,8.20564846998468e-27,"ETAA1"
"ENSG00000244187.8",832.310857472747,-1.4445671805957,0.129420644053623,-11.1617987312533,6.2709771903321e-29,8.9343404912835e-27,"TMEM141"
"ENSG00000005436.14",792.676768118871,0.973875763761762,0.0872679107984978,11.1596090115008,6.42736191365513e-29,9.10481724797204e-27,"GCFC2"
"ENSG00000169221.14",4697.97705305311,-0.936785071496085,0.0839946483337289,-11.1529137877217,6.92992296348928e-29,9.76095399232381e-27,"TBC1D10B"
"ENSG00000100284.21",6385.96410193059,-1.438079026147,0.128965280790689,-11.1509005937885,7.08852571597176e-29,9.92794081914915e-27,"TOM1"
"ENSG00000197766.8",760.625894045051,-2.44665905641638,0.219461051539843,-11.1484887147376,7.2832855004482e-29,1.01434071660736e-26,"CFD"
"ENSG00000167797.8",3938.83775849559,-1.34472290334429,0.120694525545621,-11.1415401590522,7.87456251393093e-29,1.09056092022541e-26,"CDK2AP2"
"ENSG00000254858.10",1270.36264872042,-1.15850310661066,0.103988932467243,-11.1406385191578,7.95469686505365e-29,1.09553852935933e-26,"MPV17L2"
"ENSG00000164081.13",5119.08603416289,-1.04977216178635,0.0942518223747392,-11.1379508144948,8.1984017725551e-29,1.11669439528374e-26,"TEX264"
"ENSG00000173145.11",1200.41576956481,1.17340341299361,0.105350504453104,11.1380901219694,8.18559012494894e-29,1.11669439528374e-26,"NOC3L"
"ENSG00000169692.13",5629.55488418787,-1.6014572265125,0.143796652095933,-11.1369576632709,8.29031689810164e-29,1.12304347488492e-26,"AGPAT2"
